id,text,words,ner_tags,cleaned_text,lemmatized_text,gliner_entities,spacy_entities
en-doc5937-sent239,"Some modern Hungarian authors have become increasingly popular in Germany and Italy especially Sándor Márai , Péter Esterházy , Péter Nádas and Imre Kertész .","['Some', 'modern', 'Hungarian', 'authors', 'have', 'become', 'increasingly', 'popular', 'in', 'Germany', 'and', 'Italy', 'especially', 'Sándor', 'Márai', ',', 'Péter', 'Esterházy', ',', 'Péter', 'Nádas', 'and', 'Imre', 'Kertész', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0]",some modern hungarian authors have become increasingly popular in germany and italy especially s ndor m rai p ter esterh zy p ter n das and imre kert sz,some modern hungarian author have become increasingly popular in germany and italy especially s ndor m rai p ter esterh zy p ter n das and imre kert sz,"[{'start': 66, 'end': 73, 'text': 'Germany', 'label': 'location', 'score': 0.9574638605117798}, {'start': 78, 'end': 83, 'text': 'Italy', 'label': 'location', 'score': 0.9356560111045837}, {'start': 95, 'end': 107, 'text': 'Sándor Márai', 'label': 'person', 'score': 0.9622044563293457}, {'start': 110, 'end': 125, 'text': 'Péter Esterházy', 'label': 'person', 'score': 0.9499691724777222}, {'start': 128, 'end': 139, 'text': 'Péter Nádas', 'label': 'person', 'score': 0.9467484951019287}, {'start': 144, 'end': 156, 'text': 'Imre Kertész', 'label': 'person', 'score': 0.9570750594139099}]","[{'text': 'germany', 'start': 66, 'end': 73, 'label': 'LOC'}, {'text': 'italy', 'start': 78, 'end': 83, 'label': 'LOC'}, {'text': 'rai p', 'start': 104, 'end': 109, 'label': 'PER'}, {'text': 'esterh zy p', 'start': 114, 'end': 125, 'label': 'ORG'}, {'text': 'imre kert', 'start': 140, 'end': 149, 'label': 'PER'}]"
en-doc5926-sent4,Cuyp 's drawings reveal him to be a draftsman of superior quality .,"['Cuyp', ""'s"", 'drawings', 'reveal', 'him', 'to', 'be', 'a', 'draftsman', 'of', 'superior', 'quality', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cuyp s drawings reveal him to be a draftsman of superior quality,cuyp s drawing reveal he to be a draftsman of superior quality,"[{'start': 0, 'end': 4, 'text': 'Cuyp', 'label': 'person', 'score': 0.9662675261497498}]","[{'text': 'cuyp s drawings', 'start': 0, 'end': 15, 'label': 'ORG'}]"
en-doc5995-sent3,"According to Snorri Sturluson in the Prose Edda , Forseti is the son of Baldr and Nanna .","['According', 'to', 'Snorri', 'Sturluson', 'in', 'the', 'Prose', 'Edda', ',', 'Forseti', 'is', 'the', 'son', 'of', 'Baldr', 'and', 'Nanna', '.']","[0, 0, 2, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 2, 0]",according to snorri sturluson in the prose edda forseti is the son of baldr and nanna,accord to snorri sturluson in the prose edda forseti be the son of baldr and nanna,"[{'start': 13, 'end': 29, 'text': 'Snorri Sturluson', 'label': 'person', 'score': 0.49496129155158997}, {'start': 50, 'end': 57, 'text': 'Forseti', 'label': 'person', 'score': 0.9048149585723877}, {'start': 72, 'end': 77, 'text': 'Baldr', 'label': 'person', 'score': 0.8454270362854004}, {'start': 82, 'end': 87, 'text': 'Nanna', 'label': 'person', 'score': 0.7908961176872253}]","[{'text': 'snorri sturluson', 'start': 13, 'end': 29, 'label': 'PER'}]"
en-doc5901-sent8,Aegisthus and his father now took possession of their lawful inheritance from which they had been expelled by Atreus .,"['Aegisthus', 'and', 'his', 'father', 'now', 'took', 'possession', 'of', 'their', 'lawful', 'inheritance', 'from', 'which', 'they', 'had', 'been', 'expelled', 'by', 'Atreus', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",aegisthus and his father now took possession of their lawful inheritance from which they had been expelled by atreus,aegisthus and his father now take possession of their lawful inheritance from which they have be expel by atreus,"[{'start': 0, 'end': 9, 'text': 'Aegisthus', 'label': 'person', 'score': 0.974662721157074}, {'start': 110, 'end': 116, 'text': 'Atreus', 'label': 'person', 'score': 0.9560064673423767}]",[]
en-doc5870-sent5,"In 1883 , and again in 1922 , downtown Astoria was devastated by fire , partly because it was mostly wood and entirely raised off the marshy ground on pilings .","['In', '1883', ',', 'and', 'again', 'in', '1922', ',', 'downtown', 'Astoria', 'was', 'devastated', 'by', 'fire', ',', 'partly', 'because', 'it', 'was', 'mostly', 'wood', 'and', 'entirely', 'raised', 'off', 'the', 'marshy', 'ground', 'on', 'pilings', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",in 1883 and again in 1922 downtown astoria was devastated by fire partly because it was mostly wood and entirely raised off the marshy ground on pilings,in 1883 and again in 1922 downtown astoria be devastate by fire partly because it be mostly wood and entirely raise off the marshy ground on piling,"[{'start': 30, 'end': 46, 'text': 'downtown Astoria', 'label': 'location', 'score': 0.8512308597564697}]",[]
en-doc6368-sent44,In addition to these major early papyri there are 6 other papyri dating from between the 3rd-8th century which also have small portions of Luke 's Gospel .,"['In', 'addition', 'to', 'these', 'major', 'early', 'papyri', 'there', 'are', '6', 'other', 'papyri', 'dating', 'from', 'between', 'the', '3rd-8th', 'century', 'which', 'also', 'have', 'small', 'portions', 'of', 'Luke', ""'s"", 'Gospel', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",in addition to these major early papyri there are 6 other papyri dating from between the 3rd 8th century which also have small portions of luke s gospel,in addition to these major early papyrus there be 6 other papyrus date from between the 3rd 8th century which also have small portion of luke s gospel,"[{'start': 139, 'end': 143, 'text': 'Luke', 'label': 'person', 'score': 0.949908971786499}]","[{'text': 'luke s', 'start': 139, 'end': 145, 'label': 'PER'}]"
en-doc6167-sent46,"At any moment of time , posits Schumpeter , there are rising industries and declining industries .","['At', 'any', 'moment', 'of', 'time', ',', 'posits', 'Schumpeter', ',', 'there', 'are', 'rising', 'industries', 'and', 'declining', 'industries', '.']","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",at any moment of time posits schumpeter there are rising industries and declining industries,at any moment of time posit schumpeter there be rise industry and decline industry,"[{'start': 31, 'end': 41, 'text': 'Schumpeter', 'label': 'person', 'score': 0.9862019419670105}, {'start': 54, 'end': 71, 'text': 'rising industries', 'label': 'miscellaneous', 'score': 0.59128737449646}, {'start': 76, 'end': 96, 'text': 'declining industries', 'label': 'miscellaneous', 'score': 0.6240880489349365}]",[]
en-doc6244-sent58,"Cooper parachuted from the hijacked airliner with $ 200,000 , the same amount List had used up from his mother 's bank account in the days before the killing .","['Cooper', 'parachuted', 'from', 'the', 'hijacked', 'airliner', 'with', '$', '200,000', ',', 'the', 'same', 'amount', 'List', 'had', 'used', 'up', 'from', 'his', 'mother', ""'s"", 'bank', 'account', 'in', 'the', 'days', 'before', 'the', 'killing', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cooper parachuted from the hijacked airliner with 200 000 the same amount list had used up from his mother s bank account in the days before the killing,cooper parachute from the hijacked airliner with 200 000 the same amount list have use up from his mother s bank account in the day before the killing,"[{'start': 0, 'end': 6, 'text': 'Cooper', 'label': 'person', 'score': 0.9701743721961975}, {'start': 78, 'end': 82, 'text': 'List', 'label': 'person', 'score': 0.8871380686759949}]",[]
en-doc6349-sent65,"According to the mystical approach , Job is being punished because he is a heretic .","['According', 'to', 'the', 'mystical', 'approach', ',', 'Job', 'is', 'being', 'punished', 'because', 'he', 'is', 'a', 'heretic', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",according to the mystical approach job is being punished because he is a heretic,accord to the mystical approach job be be punish because he be a heretic,"[{'start': 37, 'end': 40, 'text': 'Job', 'label': 'person', 'score': 0.9880136251449585}, {'start': 75, 'end': 82, 'text': 'heretic', 'label': 'miscellaneous', 'score': 0.4931822419166565}]",[]
en-doc6006-sent13,"In just a few years , Hammurabi had succeeded in uniting all of Mesopotamia under his rule .","['In', 'just', 'a', 'few', 'years', ',', 'Hammurabi', 'had', 'succeeded', 'in', 'uniting', 'all', 'of', 'Mesopotamia', 'under', 'his', 'rule', '.']","[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",in just a few years hammurabi had succeeded in uniting all of mesopotamia under his rule,in just a few year hammurabi have succeed in unite all of mesopotamia under his rule,"[{'start': 22, 'end': 31, 'text': 'Hammurabi', 'label': 'person', 'score': 0.976355791091919}, {'start': 64, 'end': 75, 'text': 'Mesopotamia', 'label': 'location', 'score': 0.9685132503509521}, {'start': 86, 'end': 90, 'text': 'rule', 'label': 'organization', 'score': 0.32647374272346497}]",[]
en-doc6138-sent136,Henry 's will designated 16 executors to serve on a council of regency until Edward reached the age of 18 .,"['Henry', ""'s"", 'will', 'designated', '16', 'executors', 'to', 'serve', 'on', 'a', 'council', 'of', 'regency', 'until', 'Edward', 'reached', 'the', 'age', 'of', '18', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",henry s will designated 16 executors to serve on a council of regency until edward reached the age of 18,henry s will designate 16 executor to serve on a council of regency until edward reach the age of 18,"[{'start': 0, 'end': 5, 'text': 'Henry', 'label': 'person', 'score': 0.9809907674789429}, {'start': 52, 'end': 70, 'text': 'council of regency', 'label': 'organization', 'score': 0.9039654731750488}, {'start': 77, 'end': 83, 'text': 'Edward', 'label': 'person', 'score': 0.8903376460075378}]","[{'text': 'henry s', 'start': 0, 'end': 7, 'label': 'PER'}]"
en-doc6435-sent44,"Eugene proved an astute and determined negotiator , and gained favourable terms by the Treaty of Rastatt signed on 7 March 1714 .","['Eugene', 'proved', 'an', 'astute', 'and', 'determined', 'negotiator', ',', 'and', 'gained', 'favourable', 'terms', 'by', 'the', 'Treaty', 'of', 'Rastatt', 'signed', 'on', '7', 'March', '1714', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",eugene proved an astute and determined negotiator and gained favourable terms by the treaty of rastatt signed on 7 march 1714,eugene prove an astute and determined negotiator and gain favourable term by the treaty of rastatt sign on 7 march 1714,"[{'start': 0, 'end': 6, 'text': 'Eugene', 'label': 'person', 'score': 0.9870426654815674}]","[{'text': 'eugene', 'start': 0, 'end': 6, 'label': 'PER'}]"
en-doc5986-sent5,"The series follows the fortunes of a fictional current affairs show , Frontline .","['The', 'series', 'follows', 'the', 'fortunes', 'of', 'a', 'fictional', 'current', 'affairs', 'show', ',', 'Frontline', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",the series follows the fortunes of a fictional current affairs show frontline,the series follow the fortune of a fictional current affair show frontline,"[{'start': 70, 'end': 79, 'text': 'Frontline', 'label': 'organization', 'score': 0.9608412384986877}]",[]
en-doc5919-sent35,"When Quixote descends into a cave , Cervantes admits that he does not know what went on there .","['When', 'Quixote', 'descends', 'into', 'a', 'cave', ',', 'Cervantes', 'admits', 'that', 'he', 'does', 'not', 'know', 'what', 'went', 'on', 'there', '.']","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",when quixote descends into a cave cervantes admits that he does not know what went on there,when quixote descend into a cave cervante admit that he do not know what go on there,"[{'start': 5, 'end': 12, 'text': 'Quixote', 'label': 'person', 'score': 0.9663260579109192}, {'start': 29, 'end': 33, 'text': 'cave', 'label': 'location', 'score': 0.8190253376960754}, {'start': 36, 'end': 45, 'text': 'Cervantes', 'label': 'person', 'score': 0.9826570153236389}]",[]
en-doc5881-sent15,"Naturally , any truly logical idea of a paradox with the statement falls flat if one understands that while "" all Cretans "" may be "" liars, "" such a statement in realistic terms does not necessarily mean that all Cretans lie all the time or that they lie only .","['Naturally', ',', 'any', 'truly', 'logical', 'idea', 'of', 'a', 'paradox', 'with', 'the', 'statement', 'falls', 'flat', 'if', 'one', 'understands', 'that', 'while', '""', 'all', 'Cretans', '""', 'may', 'be', '""', 'liars,', '""', 'such', 'a', 'statement', 'in', 'realistic', 'terms', 'does', 'not', 'necessarily', 'mean', 'that', 'all', 'Cretans', 'lie', 'all', 'the', 'time', 'or', 'that', 'they', 'lie', 'only', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",naturally any truly logical idea of a paradox with the statement falls flat if one understands that while all cretans may be liars such a statement in realistic terms does not necessarily mean that all cretans lie all the time or that they lie only,naturally any truly logical idea of a paradox with the statement fall flat if one understand that while all cretan may be liar such a statement in realistic term do not necessarily mean that all cretan lie all the time or that they lie only,"[{'start': 114, 'end': 121, 'text': 'Cretans', 'label': 'organization', 'score': 0.6084817051887512}, {'start': 213, 'end': 220, 'text': 'Cretans', 'label': 'organization', 'score': 0.6764922142028809}]",[]
en-doc6153-sent12,After consideration he concluded that the Illuminati were not for him .,"['After', 'consideration', 'he', 'concluded', 'that', 'the', 'Illuminati', 'were', 'not', 'for', 'him', '.']","[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0]",after consideration he concluded that the illuminati were not for him,after consideration he conclude that the illuminati be not for he,"[{'start': 20, 'end': 22, 'text': 'he', 'label': 'person', 'score': 0.8717628717422485}, {'start': 42, 'end': 52, 'text': 'Illuminati', 'label': 'organization', 'score': 0.897426187992096}]",[]
en-doc5989-sent4,The dative is generally used to mark the indirect object of a German sentence .,"['The', 'dative', 'is', 'generally', 'used', 'to', 'mark', 'the', 'indirect', 'object', 'of', 'a', 'German', 'sentence', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",the dative is generally used to mark the indirect object of a german sentence,the dative be generally use to mark the indirect object of a german sentence,[],"[{'text': 'german', 'start': 62, 'end': 68, 'label': 'MISC'}]"
en-doc6415-sent3,"The modern practice of dividing a circle into 360 degrees , of 60 minutes each , began with the Sumerians .","['The', 'modern', 'practice', 'of', 'dividing', 'a', 'circle', 'into', '360', 'degrees', ',', 'of', '60', 'minutes', 'each', ',', 'began', 'with', 'the', 'Sumerians', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",the modern practice of dividing a circle into 360 degrees of 60 minutes each began with the sumerians,the modern practice of divide a circle into 360 degree of 60 minute each begin with the sumerian,"[{'start': 96, 'end': 105, 'text': 'Sumerians', 'label': 'organization', 'score': 0.8650776743888855}]",[]
en-doc5904-sent0,The history of Russia begins with that of the East Slavs .,"['The', 'history', 'of', 'Russia', 'begins', 'with', 'that', 'of', 'the', 'East', 'Slavs', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0]",the history of russia begins with that of the east slavs,the history of russia begin with that of the east slavs,"[{'start': 15, 'end': 21, 'text': 'Russia', 'label': 'location', 'score': 0.9451569318771362}, {'start': 46, 'end': 56, 'text': 'East Slavs', 'label': 'organization', 'score': 0.815405011177063}]","[{'text': 'russia', 'start': 15, 'end': 21, 'label': 'LOC'}]"
en-doc6387-sent86,"As of September 2006 the channel has carried UK specific advertising , along with headlines and weather provided by Sky News during its breaks .","['As', 'of', 'September', '2006', 'the', 'channel', 'has', 'carried', 'UK', 'specific', 'advertising', ',', 'along', 'with', 'headlines', 'and', 'weather', 'provided', 'by', 'Sky', 'News', 'during', 'its', 'breaks', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0]",as of september 2006 the channel has carried uk specific advertising along with headlines and weather provided by sky news during its breaks,as of september 2006 the channel have carry uk specific advertising along with headline and weather provide by sky news during its break,"[{'start': 45, 'end': 47, 'text': 'UK', 'label': 'location', 'score': 0.9013553857803345}, {'start': 82, 'end': 91, 'text': 'headlines', 'label': 'miscellaneous', 'score': 0.39483049511909485}, {'start': 96, 'end': 103, 'text': 'weather', 'label': 'miscellaneous', 'score': 0.43292903900146484}, {'start': 116, 'end': 124, 'text': 'Sky News', 'label': 'organization', 'score': 0.9093475341796875}, {'start': 136, 'end': 142, 'text': 'breaks', 'label': 'miscellaneous', 'score': 0.36060646176338196}]",[]
en-doc6230-sent25,Some of these works were lost in the fire that destroyed Munich 's Glass Palace ( 1931 ) and later in the 1945 bombing of Dresden .,"['Some', 'of', 'these', 'works', 'were', 'lost', 'in', 'the', 'fire', 'that', 'destroyed', 'Munich', ""'s"", 'Glass', 'Palace', '(', '1931', ')', 'and', 'later', 'in', 'the', '1945', 'bombing', 'of', 'Dresden', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",some of these works were lost in the fire that destroyed munich s glass palace 1931 and later in the 1945 bombing of dresden,some of these work be lose in the fire that destroy munich s glass palace 1931 and later in the 1945 bombing of dresden,"[{'start': 57, 'end': 63, 'text': 'Munich', 'label': 'location', 'score': 0.9618017673492432}, {'start': 122, 'end': 129, 'text': 'Dresden', 'label': 'location', 'score': 0.943234384059906}]","[{'text': 'munich s', 'start': 57, 'end': 65, 'label': 'PER'}]"
en-doc6359-sent2,"This was unlikely to be a problem , since it is a generally accepted principle of private international law that states determine their currencies , and that therefore states would accept the European Union legislation to that effect .","['This', 'was', 'unlikely', 'to', 'be', 'a', 'problem', ',', 'since', 'it', 'is', 'a', 'generally', 'accepted', 'principle', 'of', 'private', 'international', 'law', 'that', 'states', 'determine', 'their', 'currencies', ',', 'and', 'that', 'therefore', 'states', 'would', 'accept', 'the', 'European', 'Union', 'legislation', 'to', 'that', 'effect', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0]",this was unlikely to be a problem since it is a generally accepted principle of private international law that states determine their currencies and that therefore states would accept the european union legislation to that effect,this be unlikely to be a problem since it be a generally accept principle of private international law that state determine their currency and that therefore state would accept the european union legislation to that effect,"[{'start': 113, 'end': 119, 'text': 'states', 'label': 'organization', 'score': 0.34120112657546997}, {'start': 168, 'end': 174, 'text': 'states', 'label': 'organization', 'score': 0.45174703001976013}, {'start': 192, 'end': 206, 'text': 'European Union', 'label': 'organization', 'score': 0.9136163592338562}]","[{'text': 'the european union', 'start': 184, 'end': 202, 'label': 'ORG'}]"
en-doc6430-sent28,"The Baetic Cordillera consists of the parallel mountain ranges of the Cordillera Penibética near the Mediterranean coast and the Cordillera Subbética inland , separated by the Surco Intrabético .","['The', 'Baetic', 'Cordillera', 'consists', 'of', 'the', 'parallel', 'mountain', 'ranges', 'of', 'the', 'Cordillera', 'Penibética', 'near', 'the', 'Mediterranean', 'coast', 'and', 'the', 'Cordillera', 'Subbética', 'inland', ',', 'separated', 'by', 'the', 'Surco', 'Intrabético', '.']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0]",the baetic cordillera consists of the parallel mountain ranges of the cordillera penib tica near the mediterranean coast and the cordillera subb tica inland separated by the surco intrab tico,the baetic cordillera consist of the parallel mountain range of the cordillera penib tica near the mediterranean coast and the cordillera subb tica inland separate by the surco intrab tico,"[{'start': 0, 'end': 21, 'text': 'The Baetic Cordillera', 'label': 'location', 'score': 0.3723229765892029}, {'start': 70, 'end': 91, 'text': 'Cordillera Penibética', 'label': 'location', 'score': 0.36455053091049194}, {'start': 101, 'end': 120, 'text': 'Mediterranean coast', 'label': 'location', 'score': 0.8411923050880432}, {'start': 129, 'end': 149, 'text': 'Cordillera Subbética', 'label': 'location', 'score': 0.33395373821258545}, {'start': 176, 'end': 193, 'text': 'Surco Intrabético', 'label': 'location', 'score': 0.5978596210479736}]","[{'text': 'the mediterranean coast', 'start': 97, 'end': 120, 'label': 'LOC'}, {'text': 'tico', 'start': 187, 'end': 191, 'label': 'MISC'}]"
en-doc6213-sent9,"Ceres appears to be composed of a rocky core covered by an icy mantle , where Vesta is thought to have a nickel-iron core , olivine mantle , and basaltic crust .","['Ceres', 'appears', 'to', 'be', 'composed', 'of', 'a', 'rocky', 'core', 'covered', 'by', 'an', 'icy', 'mantle', ',', 'where', 'Vesta', 'is', 'thought', 'to', 'have', 'a', 'nickel-iron', 'core', ',', 'olivine', 'mantle', ',', 'and', 'basaltic', 'crust', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ceres appears to be composed of a rocky core covered by an icy mantle where vesta is thought to have a nickel iron core olivine mantle and basaltic crust,cere appear to be compose of a rocky core cover by an icy mantle where vesta be think to have a nickel iron core olivine mantle and basaltic crust,"[{'start': 0, 'end': 5, 'text': 'Ceres', 'label': 'location', 'score': 0.9593921899795532}, {'start': 34, 'end': 44, 'text': 'rocky core', 'label': 'miscellaneous', 'score': 0.3630528748035431}, {'start': 59, 'end': 69, 'text': 'icy mantle', 'label': 'miscellaneous', 'score': 0.41340795159339905}, {'start': 78, 'end': 83, 'text': 'Vesta', 'label': 'location', 'score': 0.9407609105110168}, {'start': 105, 'end': 121, 'text': 'nickel-iron core', 'label': 'miscellaneous', 'score': 0.5146335363388062}, {'start': 124, 'end': 138, 'text': 'olivine mantle', 'label': 'miscellaneous', 'score': 0.5663343071937561}, {'start': 145, 'end': 159, 'text': 'basaltic crust', 'label': 'miscellaneous', 'score': 0.5577731728553772}]","[{'text': 'vesta', 'start': 76, 'end': 81, 'label': 'PER'}]"
en-doc6233-sent8,"Baruch Spinoza was born in Amsterdam , in the Netherlands .","['Baruch', 'Spinoza', 'was', 'born', 'in', 'Amsterdam', ',', 'in', 'the', 'Netherlands', '.']","[2, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0]",baruch spinoza was born in amsterdam in the netherlands,baruch spinoza be bear in amsterdam in the netherlands,"[{'start': 0, 'end': 14, 'text': 'Baruch Spinoza', 'label': 'person', 'score': 0.9923898577690125}, {'start': 27, 'end': 36, 'text': 'Amsterdam', 'label': 'location', 'score': 0.9712797403335571}, {'start': 46, 'end': 57, 'text': 'Netherlands', 'label': 'location', 'score': 0.7968084216117859}]","[{'text': 'amsterdam', 'start': 27, 'end': 36, 'label': 'LOC'}, {'text': 'netherlands', 'start': 44, 'end': 55, 'label': 'LOC'}]"
en-doc6233-sent41,"Spinoza also asserted that sense perception , though practical and useful for rhetoric , is inadequate for discovering universal truth ; Spinoza 's mathematical and logical approach to metaphysics , and therefore ethics , concluded that emotion is formed from inadequate understanding .","['Spinoza', 'also', 'asserted', 'that', 'sense', 'perception', ',', 'though', 'practical', 'and', 'useful', 'for', 'rhetoric', ',', 'is', 'inadequate', 'for', 'discovering', 'universal', 'truth', ';', 'Spinoza', ""'s"", 'mathematical', 'and', 'logical', 'approach', 'to', 'metaphysics', ',', 'and', 'therefore', 'ethics', ',', 'concluded', 'that', 'emotion', 'is', 'formed', 'from', 'inadequate', 'understanding', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",spinoza also asserted that sense perception though practical and useful for rhetoric is inadequate for discovering universal truth spinoza s mathematical and logical approach to metaphysics and therefore ethics concluded that emotion is formed from inadequate understanding,spinoza also assert that sense perception though practical and useful for rhetoric be inadequate for discover universal truth spinoza s mathematical and logical approach to metaphysics and therefore ethic conclude that emotion be form from inadequate understanding,"[{'start': 0, 'end': 7, 'text': 'Spinoza', 'label': 'person', 'score': 0.9920816421508789}, {'start': 137, 'end': 144, 'text': 'Spinoza', 'label': 'person', 'score': 0.9871957302093506}]",[]
en-doc6028-sent22,"As the scientific consensus grew , Singer continued to argue from a skeptical position .","['As', 'the', 'scientific', 'consensus', 'grew', ',', 'Singer', 'continued', 'to', 'argue', 'from', 'a', 'skeptical', 'position', '.']","[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",as the scientific consensus grew singer continued to argue from a skeptical position,as the scientific consensus grow singer continue to argue from a skeptical position,"[{'start': 35, 'end': 41, 'text': 'Singer', 'label': 'person', 'score': 0.9836395382881165}]",[]
en-doc6145-sent78,Many ecological zones are represented within Bolivia 's territory .,"['Many', 'ecological', 'zones', 'are', 'represented', 'within', 'Bolivia', ""'s"", 'territory', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",many ecological zones are represented within bolivia s territory,many ecological zone be represent within bolivia s territory,"[{'start': 0, 'end': 21, 'text': 'Many ecological zones', 'label': 'miscellaneous', 'score': 0.35618218779563904}, {'start': 45, 'end': 52, 'text': 'Bolivia', 'label': 'location', 'score': 0.8567977547645569}, {'start': 56, 'end': 65, 'text': 'territory', 'label': 'location', 'score': 0.6169001460075378}]",[]
