id,words,ner_tags,text
en-doc6430-sent28,"['The' 'Baetic' 'Cordillera' 'consists' 'of' 'the' 'parallel' 'mountain'
 'ranges' 'of' 'the' 'Cordillera' 'Penibética' 'near' 'the'
 'Mediterranean' 'coast' 'and' 'the' 'Cordillera' 'Subbética' 'inland' ','
 'separated' 'by' 'the' 'Surco' 'Intrabético' '.']",[0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 0 1 1 0],"The Baetic Cordillera consists of the parallel mountain ranges of the Cordillera Penibética near the Mediterranean coast and the Cordillera Subbética inland , separated by the Surco Intrabético ."
en-doc6213-sent9,"['Ceres' 'appears' 'to' 'be' 'composed' 'of' 'a' 'rocky' 'core' 'covered'
 'by' 'an' 'icy' 'mantle' ',' 'where' 'Vesta' 'is' 'thought' 'to' 'have'
 'a' 'nickel-iron' 'core' ',' 'olivine' 'mantle' ',' 'and' 'basaltic'
 'crust' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Ceres appears to be composed of a rocky core covered by an icy mantle , where Vesta is thought to have a nickel-iron core , olivine mantle , and basaltic crust ."
en-doc6233-sent8,"['Baruch' 'Spinoza' 'was' 'born' 'in' 'Amsterdam' ',' 'in' 'the'
 'Netherlands' '.']",[2 2 0 0 0 1 0 0 0 1 0],"Baruch Spinoza was born in Amsterdam , in the Netherlands ."
en-doc6233-sent41,"['Spinoza' 'also' 'asserted' 'that' 'sense' 'perception' ',' 'though'
 'practical' 'and' 'useful' 'for' 'rhetoric' ',' 'is' 'inadequate' 'for'
 'discovering' 'universal' 'truth' ';' 'Spinoza' ""'s"" 'mathematical' 'and'
 'logical' 'approach' 'to' 'metaphysics' ',' 'and' 'therefore' 'ethics'
 ',' 'concluded' 'that' 'emotion' 'is' 'formed' 'from' 'inadequate'
 'understanding' '.']","[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","Spinoza also asserted that sense perception , though practical and useful for rhetoric , is inadequate for discovering universal truth ; Spinoza 's mathematical and logical approach to metaphysics , and therefore ethics , concluded that emotion is formed from inadequate understanding ."
en-doc6028-sent22,"['As' 'the' 'scientific' 'consensus' 'grew' ',' 'Singer' 'continued' 'to'
 'argue' 'from' 'a' 'skeptical' 'position' '.']",[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0],"As the scientific consensus grew , Singer continued to argue from a skeptical position ."
en-doc6145-sent78,"['Many' 'ecological' 'zones' 'are' 'represented' 'within' 'Bolivia' ""'s""
 'territory' '.']",[0 0 0 0 0 0 1 0 0 0],Many ecological zones are represented within Bolivia 's territory .
en-doc5831-sent36,"['For' 'example' ',' 'rather' 'than' 'the' 'West' 'Coast' 'Main' 'Line'
 'taking' 'the' 'direct' 'route' 'favoured' 'by' 'Joseph' 'Locke' 'over'
 'Shap' 'between' 'Lancaster' 'and' 'Carlisle' ',' 'Stephenson' 'was' 'in'
 'favour' 'of' 'a' 'longer' 'sea-level' 'route' 'via' 'Ulverston' 'and'
 'Whitehaven' '.']","[0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 2 2 0 1 0 1 0 1 0 2 0 0 0 0 0 0 0 0 0 1 0
 1 0]","For example , rather than the West Coast Main Line taking the direct route favoured by Joseph Locke over Shap between Lancaster and Carlisle , Stephenson was in favour of a longer sea-level route via Ulverston and Whitehaven ."
en-doc6438-sent20,"['As' 'John' 'Stuart' 'Mill' 'put' 'it' 'in' 'the' 'mid-19th' 'century'
 ',' 'matter' 'is' 'the' '""' 'permanent' 'possibility' 'of' 'sensation'
 '""' '.']",[0 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"As John Stuart Mill put it in the mid-19th century , matter is the "" permanent possibility of sensation "" ."
en-doc6365-sent8,"['Two' 'chiefly' 'important' 'monk' 'philosophers' 'were' 'Sengzhao' 'and'
 'Daosheng' '.']",[0 0 0 0 0 0 2 0 2 0],Two chiefly important monk philosophers were Sengzhao and Daosheng .
en-doc6296-sent32,"['Raquel' 'Welch' ',' 'Jennifer' 'Jason' 'Leigh' ',' 'Lena' 'Olin' ','
 'Ellen' 'Barkin' ',' 'Cher' ',' 'Bridget' 'Fonda' 'and' 'Susan'
 'Sarandon' 'were' 'then' 'in' 'competition' 'for' 'the' 'role' '.']",[2 2 0 2 2 2 0 2 2 0 2 2 0 2 0 2 2 0 2 2 0 0 0 0 0 0 0 0],"Raquel Welch , Jennifer Jason Leigh , Lena Olin , Ellen Barkin , Cher , Bridget Fonda and Susan Sarandon were then in competition for the role ."
en-doc6169-sent9,"['This' 'effort' 'is' 'spearheaded' 'by' 'Project' 'Gutenberg' 'combined'
 'with' 'Distributed' 'Proofreaders' '.']",[0 0 0 0 0 0 0 0 0 0 0 0],This effort is spearheaded by Project Gutenberg combined with Distributed Proofreaders .
en-doc6257-sent29,"['The' 'CPAN' 'has' 'grown' 'so' 'large' 'and' 'comprehensive' 'over'
 'the' 'years' 'that' 'many' 'people' 'learning' 'Perl' 'seem' 'to'
 'elevate' 'it' 'to' 'a' 'sort' 'of' 'mythical' 'status' ',' 'and'
 'express' 'surprise' 'when' 'they' 'begin' 'to' 'encounter' 'topics'
 'for' 'which' 'a' 'CPAN' 'module' 'does' ""n't"" 'exist' 'already' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]","The CPAN has grown so large and comprehensive over the years that many people learning Perl seem to elevate it to a sort of mythical status , and express surprise when they begin to encounter topics for which a CPAN module does n't exist already ."
en-doc6208-sent140,"['The' 'oldest' 'records' 'in' 'Old' 'Persian' 'date' 'to' 'the'
 'Achaemenid' 'Empire' ',' 'and' 'examples' 'of' 'Old' 'Persian' 'have'
 'been' 'found' 'in' 'present-day' 'Iran' ',' 'Iraq' ',' 'Turkey' 'and'
 'Egypt' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0],"The oldest records in Old Persian date to the Achaemenid Empire , and examples of Old Persian have been found in present-day Iran , Iraq , Turkey and Egypt ."
en-doc6387-sent34,"['In' 'January' '2009' ',' 'commentator' 'Glenn' 'Beck' 'was' 'added' 'to'
 'the' 'list' 'of' 'personalities' 'at' 'Fox' 'News' 'Channel' '.']",[0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 4 4 4 0],"In January 2009 , commentator Glenn Beck was added to the list of personalities at Fox News Channel ."
en-doc6140-sent1,"['Tweed' 'was' 'convicted' 'for' 'stealing' 'between' '$' '40' 'million'
 'and' '$' '200' 'million' '(' 'based' 'on' 'the' 'inflation' 'or'
 'devaluation' 'rate' 'of' 'the' 'dollar' 'since' '1870' 'of' '2.7' '%'
 ',' 'this' 'is' 'between' '1.5' 'and' '8' 'billion' '2010' 'dollars' ')'
 'from' 'New' 'York' 'City' 'taxpayers' 'through' 'political' 'corruption'
 '.']","[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 1 1 0 0 0 0 0]","Tweed was convicted for stealing between $ 40 million and $ 200 million ( based on the inflation or devaluation rate of the dollar since 1870 of 2.7 % , this is between 1.5 and 8 billion 2010 dollars ) from New York City taxpayers through political corruption ."
en-doc6091-sent23,"['The' 'work' 'also' 'reflects' 'her' 'fear' 'of' 'her' 'ideas' 'being'
 'ineffective' ',' 'as' 'were' 'Cassandra' ""'s"" '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0],"The work also reflects her fear of her ideas being ineffective , as were Cassandra 's ."
en-doc6002-sent5,"['In' 'September' '2005' ',' 'a' 'two' 'and' 'a' 'half' 'year' 'old'
 'gorilla' 'in' 'the' 'Republic' 'of' 'Congo' 'was' 'discovered' 'using'
 'rocks' 'to' 'smash' 'open' 'palm' 'nuts' 'inside' 'a' 'game' 'sanctuary'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"In September 2005 , a two and a half year old gorilla in the Republic of Congo was discovered using rocks to smash open palm nuts inside a game sanctuary ."
en-doc6259-sent24,"['Bede' ""'s"" 'scriptural' 'commentaries' 'employed' 'the' 'allegorical'
 'method' 'of' 'interpretation' 'and' 'his' 'history' 'includes'
 'accounts' 'of' 'miracles' ',' 'which' 'to' 'modern' 'historians' 'has'
 'seemed' 'at' 'odds' 'with' 'his' 'critical' 'approach' 'to' 'the'
 'materials' 'in' 'his' 'history' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Bede 's scriptural commentaries employed the allegorical method of interpretation and his history includes accounts of miracles , which to modern historians has seemed at odds with his critical approach to the materials in his history ."
en-doc6430-sent36,"['The' 'following' 'hydrographic' 'basins' 'can' 'be' 'distinguished' 'in'
 'Andalusia' '.']",[0 0 0 0 0 0 0 0 1 0],The following hydrographic basins can be distinguished in Andalusia .
en-doc5932-sent8,"['As' 'Fuller' 'says' 'of' 'the' 'period' 'before' 'her' 'success' ',' '""'
 'He' 'begged' 'me' 'to' 'marry' 'him' '.']",[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"As Fuller says of the period before her success , "" He begged me to marry him ."
en-doc5848-sent10,"['After' 'the' 'First' 'World' 'War' ',' 'the' 'existence' 'of' 'the'
 'two' 'modern' 'versions' 'of' 'the' 'same' 'language' 'was' 'sanctioned'
 'even' 'more' 'clearly' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"After the First World War , the existence of the two modern versions of the same language was sanctioned even more clearly ."
en-doc6251-sent25,"['The' 'link' 'between' 'comets' 'and' 'meteor' 'showers' 'was'
 'dramatically' 'underscored' 'when' 'in' '1872' ',' 'a' 'major' 'meteor'
 'shower' 'occurred' 'from' 'the' 'orbit' 'of' 'Comet' 'Biela' ',' 'which'
 'had' 'been' 'observed' 'to' 'split' 'into' 'two' 'pieces' 'during' 'its'
 '1846' 'apparition' ',' 'and' 'was' 'never' 'seen' 'again' 'after' '1852'
 '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]","The link between comets and meteor showers was dramatically underscored when in 1872 , a major meteor shower occurred from the orbit of Comet Biela , which had been observed to split into two pieces during its 1846 apparition , and was never seen again after 1852 ."
en-doc6208-sent81,"['After' 'strikes' 'and' 'demonstrations' 'paralysed' 'the' 'country'
 'and' 'its' 'economy' ',' 'the' 'Shah' 'fled' 'the' 'country' 'in'
 'January' '1979' 'and' 'Ayatollah' 'Khomeini' 'returned' 'from' 'exile'
 'to' 'Tehran' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 1 0],"After strikes and demonstrations paralysed the country and its economy , the Shah fled the country in January 1979 and Ayatollah Khomeini returned from exile to Tehran ."
en-doc6415-sent4,"['The' 'first' 'evidence' 'of' 'recognition' 'that' 'astronomical'
 'phenomena' 'are' 'periodic' 'and' 'of' 'the' 'application' 'of'
 'mathematics' 'to' 'their' 'prediction' 'is' 'Babylonian' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],The first evidence of recognition that astronomical phenomena are periodic and of the application of mathematics to their prediction is Babylonian .
en-doc6077-sent6,"['In' 'this' 'novel' 'he' 'took' 'pains' 'to' 'avoid' 'the' 'scientific'
 'impossibilities' 'which' 'had' 'bothered' 'some' 'readers' 'of' 'the'
 'Skylark' 'novels' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],In this novel he took pains to avoid the scientific impossibilities which had bothered some readers of the Skylark novels .
en-doc6372-sent1,"['It' 'was' 'discovered' 'by' 'Seth' 'Barnes' 'Nicholson' 'at' 'Mount'
 'Wilson' 'Observatory' 'in' 'California' 'in' 'July' '1938' '.']",[0 0 0 0 2 2 2 0 1 1 1 0 1 0 0 0 0],It was discovered by Seth Barnes Nicholson at Mount Wilson Observatory in California in July 1938 .
en-doc6039-sent0,['The' 'transport' 'system' 'of' 'Finland' 'is' 'well-developed' '.'],[0 0 0 0 1 0 0 0],The transport system of Finland is well-developed .
en-doc5987-sent17,"['Knight' 'was' 'given' 'the' 'nickname' '""' 'The' 'General' '""' 'by'
 'former' 'University' 'of' 'Detroit' 'and' 'Detroit' 'Pistons'
 'coach-turned-broadcaster' 'Dick' 'Vitale' '.']",[2 0 0 0 0 0 0 0 0 0 0 4 4 4 0 4 4 0 2 2 0],"Knight was given the nickname "" The General "" by former University of Detroit and Detroit Pistons coach-turned-broadcaster Dick Vitale ."
en-doc6391-sent8,"['Notable' 'directors' 'that' 'worked' 'at' 'Cinecitta' 'include'
 'Roberto' 'Rossellini' ',' 'Federico' 'Fellini' ',' 'and' 'Michelangelo'
 'Antonioni' 'among' 'many' 'others' '.']",[0 0 0 0 0 1 0 2 2 0 2 2 0 0 2 2 0 0 0 0],"Notable directors that worked at Cinecitta include Roberto Rossellini , Federico Fellini , and Michelangelo Antonioni among many others ."
en-doc5834-sent0,"['Dartmouth' 'College' 'and' 'the' 'US' 'Army' 'Corps' 'of' 'Engineers'
 'Cold' 'Regions' 'Research' 'and' 'Engineering' 'Laboratory' '(' 'CRREL'
 ')' 'are' 'located' 'in' 'town' '.']",[4 4 0 0 4 4 4 4 4 1 1 1 1 1 1 0 1 0 0 0 0 0 0],Dartmouth College and the US Army Corps of Engineers Cold Regions Research and Engineering Laboratory ( CRREL ) are located in town .
en-doc5936-sent12,"['As' 'he' 'himself' 'makes' 'clear' ',' 'he' 'did' 'not' 'question' 'the'
 'state' 'ideology' 'or' 'the' 'superiority' 'of' 'the' 'Soviet' 'Union'
 'until' 'he' 'spent' 'time' 'in' 'the' 'camps' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0],"As he himself makes clear , he did not question the state ideology or the superiority of the Soviet Union until he spent time in the camps ."
en-doc5937-sent138,"['Opposition' 'demonstrations' 'filled' 'the' 'streets' 'of' 'Budapest'
 'with' 'more' 'than' '75,000' 'marchers' '.']",[0 0 0 0 0 0 1 0 0 0 0 0 0],"Opposition demonstrations filled the streets of Budapest with more than 75,000 marchers ."
en-doc6242-sent21,"['Gary' 'is' '""' 'T' '""' 'shaped' ',' 'with' 'its' 'northern' 'border'
 'on' 'Lake' 'Michigan' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 1 1 0],"Gary is "" T "" shaped , with its northern border on Lake Michigan ."
en-doc6166-sent3,"['Although' 'Pollux' 'is' 'brighter' 'than' 'Castor' ',' 'the' 'latter'
 'was' 'assigned' 'alpha' 'because' 'it' 'rises' 'in' 'the' 'east' 'ahead'
 'of' 'the' 'former' '.']",[0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Although Pollux is brighter than Castor , the latter was assigned alpha because it rises in the east ahead of the former ."
en-doc6112-sent20,"['Scientists' 'of' 'Russian' 'Academy' 'of' 'Sciences' 'are' 'searching'
 'for' 'methods' 'of' 'reducing' 'the' 'risk' 'of' 'radiation-induced'
 'cancer' 'in' 'preparation' 'for' 'the' 'mission' 'to' 'Mars' '.']",[0 0 4 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],Scientists of Russian Academy of Sciences are searching for methods of reducing the risk of radiation-induced cancer in preparation for the mission to Mars .
en-doc6019-sent2,"['Water' 'flows' 'in' 'both' 'directions' 'along' 'the' 'strait' ','
 'from' 'the' 'Sea' 'of' 'Marmara' 'to' 'the' 'Aegean' 'via' 'a' 'surface'
 'current' 'and' 'in' 'the' 'opposite' 'direction' 'via' 'an'
 'undercurrent' '.']",[0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],"Water flows in both directions along the strait , from the Sea of Marmara to the Aegean via a surface current and in the opposite direction via an undercurrent ."
en-doc6090-sent25,"['This' 'version' 'was' 'less' 'focused' 'on' 'disease' 'categories' 'and'
 'would' 'be' 'the' 'forerunner' 'to' 'Kent' ""'s"" 'later' 'works' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0],This version was less focused on disease categories and would be the forerunner to Kent 's later works .
en-doc6013-sent61,"['Warner' 'was' 'viewed' 'as' 'a' 'more' 'stable' 'and' 'quieter' 'choice'
 ',' 'and' 'was' 'someone' 'that' 'also' 'commanded' 'respect' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Warner was viewed as a more stable and quieter choice , and was someone that also commanded respect ."
en-doc6264-sent20,"['Due' 'to' 'Vernet' ""'s"" 'reduced' 'status' ',' 'the' 'promissory'
 'notes' 'were' 'devalued' ',' 'which' 'meant' 'that' 'the' 'employees'
 'received' 'fewer' 'goods' 'at' 'Vernet' ""'s"" 'stores' 'for' 'their'
 'wages' '.']",[0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0],"Due to Vernet 's reduced status , the promissory notes were devalued , which meant that the employees received fewer goods at Vernet 's stores for their wages ."
en-doc6073-sent43,"['A' 'concept' 'closely' 'related' 'to' 'freedom' 'is' 'that' 'of'
 'facticity' ',' 'a' 'concept' 'defined' 'by' 'Sartre' 'in' 'Being' 'and'
 'Nothingness' 'as' 'that' '""' 'in-itself' '""' 'of' 'which' 'humans' 'are'
 'in' 'the' 'mode' 'of' 'not' 'being' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"A concept closely related to freedom is that of facticity , a concept defined by Sartre in Being and Nothingness as that "" in-itself "" of which humans are in the mode of not being ."
en-doc6192-sent29,"['His' 'work' 'relies' 'largely' 'on' 'Nietzsche' ""'s"" 'critique' 'of'
 'progress' 'and' 'historicism' 'in' 'western' 'intellectual' 'history'
 '.']",[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0],His work relies largely on Nietzsche 's critique of progress and historicism in western intellectual history .
en-doc6431-sent1,"['The' 'plain' 'is' 'densely' 'forested' 'including' 'areas' 'of'
 'Central' 'African' 'mangroves' 'especially' 'around' 'Douala' 'and' 'in'
 'the' 'estuary' 'of' 'the' 'Cross' 'River' 'on' 'the' 'border' 'with'
 'Nigeria' '.']",[0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0],The plain is densely forested including areas of Central African mangroves especially around Douala and in the estuary of the Cross River on the border with Nigeria .
en-doc6250-sent16,"['Moreover' ',' 'said' 'Herodotus' ',' '""' 'No' 'girl' 'shall' 'wed'
 'till' 'she' 'has' 'killed' 'a' 'man' 'in' 'battle' '""' '.']",[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Moreover , said Herodotus , "" No girl shall wed till she has killed a man in battle "" ."
en-doc5948-sent36,"['On' 'September' '14th' ',' '1958' 'Sullivan' 'appeared' 'on' 'What' ""'s""
 'my' 'Line' '?' 'as' 'a' 'mystery' 'guest' 'and' 'showed' 'his' 'comedic'
 'side' 'by' 'donning' 'a' 'rubber' 'mask' '.']",[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"On September 14th , 1958 Sullivan appeared on What 's my Line ? as a mystery guest and showed his comedic side by donning a rubber mask ."
en-doc5976-sent2,"['The' 'two' 'have' 'been' 'together' 'since' '2006' ',' 'a' 'few'
 'months' 'after' 'Banks' 'and' 'his' 'wife' 'formally' 'separated' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0],"The two have been together since 2006 , a few months after Banks and his wife formally separated ."
en-doc5884-sent23,"['Another' 'notable' 'paper' 'published' 'in' '1949' 'is' '""'
 'Communication' 'Theory' 'of' 'Secrecy' 'Systems' '""' ',' 'a'
 'declassified' 'version' 'of' 'his' 'wartime' 'work' 'on' 'the'
 'mathematical' 'theory' 'of' 'cryptography' ',' 'in' 'which' 'he'
 'proved' 'that' 'all' 'theoretically' 'unbreakable' 'ciphers' 'must'
 'have' 'the' 'same' 'requirements' 'as' 'the' 'one-time' 'pad' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]","Another notable paper published in 1949 is "" Communication Theory of Secrecy Systems "" , a declassified version of his wartime work on the mathematical theory of cryptography , in which he proved that all theoretically unbreakable ciphers must have the same requirements as the one-time pad ."
en-doc5979-sent321,"['In' 'July' 'alone' ',' 'the' 'Astros' 'went' '22' '--' '7' ',' 'the'
 'best' 'single' 'month' 'record' 'in' 'the' 'club' ""'s"" 'history' '.']",[0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"In July alone , the Astros went 22 -- 7 , the best single month record in the club 's history ."
en-doc6430-sent39,"['The' 'more' 'complicated' 'morphology' 'of' 'the' 'Baetic' 'Cordillera'
 'makes' 'it' 'more' 'heterogeneous' ',' 'with' 'the' 'most'
 'heterogeneous' 'soils' 'in' 'Andalusia' '.']",[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0],"The more complicated morphology of the Baetic Cordillera makes it more heterogeneous , with the most heterogeneous soils in Andalusia ."
en-doc5854-sent2,"['While' 'the' 'authorship' 'of' 'Judges' 'has' 'traditionally' 'been'
 'ascribed' 'to' 'Samuel' ',' 'the' 'great' 'majority' 'of' 'modern'
 'scholars' 'have' 'come' 'to' 'a' 'much' 'more' 'complex' 'conclusion'
 ',' 'regarding' 'the' 'work' 'as' 'having' 'hardly' 'any' 'literary'
 'unity' 'at' 'all' '.']","[0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]","While the authorship of Judges has traditionally been ascribed to Samuel , the great majority of modern scholars have come to a much more complex conclusion , regarding the work as having hardly any literary unity at all ."
en-doc5941-sent31,"['Time' 'topped' 'the' 'U.K.' 'charts' 'for' 'two' 'weeks' 'and' 'was'
 'the' 'last' 'ELO' 'studio' 'album' 'to' 'date' 'to' 'be' 'certified'
 'platinum' 'in' 'the' 'United' 'Kingdom' '.']",[0 0 0 1 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 1 1 0],Time topped the U.K. charts for two weeks and was the last ELO studio album to date to be certified platinum in the United Kingdom .
en-doc6312-sent17,"['Hemingway' 'returned' 'home' 'early' 'in' '1919' 'to' 'a' 'time' 'of'
 'readjustment' '.']",[2 0 0 0 0 0 0 0 0 0 0 0],Hemingway returned home early in 1919 to a time of readjustment .
en-doc6375-sent24,['Adam' 'himself' 'never' 'visited' 'Birka' '.'],[0 0 0 0 1 0],Adam himself never visited Birka .
en-doc6213-sent20,['A' 'couple' 'trojans' 'have' 'been' 'found' 'orbiting' 'with' 'Mars' '.'],[0 0 0 0 0 0 0 0 1 0],A couple trojans have been found orbiting with Mars .
en-doc6206-sent5,['He' 'would' 'come' 'to' 'be' 'known' 'as' 'Emperor' 'Kimmei' '.'],[0 0 0 0 0 0 0 0 2 0],He would come to be known as Emperor Kimmei .
en-doc6170-sent46,"['Coppola' 'returned' 'to' 'directing' 'with' 'the' 'experimental'
 'musical' 'One' 'from' 'the' 'Heart' '(' '1982' ')' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],Coppola returned to directing with the experimental musical One from the Heart ( 1982 ) .
en-doc6368-sent12,"['This' 'would' 'be' 'consistent' 'with' 'the' 'author' ""'s"" 'declaration'
 'that' 'he' 'has' 'drawn' 'upon' 'a' 'wide-ranging' 'investigation' 'of'
 'all' 'sources' 'and' 'witnesses' ',' 'and' 'the' 'author' ""'s""
 'statement' 'that' 'many' 'others' 'had' 'already' 'written' 'gospel'
 'accounts' 'before' 'Luke' ',' 'of' 'which' 'the' 'author' 'was' 'aware'
 '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]","This would be consistent with the author 's declaration that he has drawn upon a wide-ranging investigation of all sources and witnesses , and the author 's statement that many others had already written gospel accounts before Luke , of which the author was aware ."
en-doc6189-sent19,"['Having' 'successfully' 'carried' 'out' 'the' 'first' 'part' 'of' 'his'
 'mission' '(' 'joining' 'a' 'battalion' 'parachuted' 'near' 'Mitla'
 'with' 'the' 'rest' 'of' 'the' 'brigade' 'moving' 'on' 'ground' ')' ','
 'Sharon' ""'s"" 'unit' 'was' 'deployed' 'near' 'the' 'pass' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0],"Having successfully carried out the first part of his mission ( joining a battalion parachuted near Mitla with the rest of the brigade moving on ground ) , Sharon 's unit was deployed near the pass ."
en-doc5977-sent65,"['A' 'place' 'in' 'the' 'Fårö' 'churchyard' 'was' 'prepared' 'for' 'him'
 'under' 'heavy' 'secrecy' '.']",[0 0 0 0 1 0 0 0 0 0 0 0 0 0],A place in the Fårö churchyard was prepared for him under heavy secrecy .
en-doc5831-sent27,"['While' 'building' 'the' 'Stockton' 'and' 'Darlington' 'Railway' ','
 'Stephenson' 'had' 'noticed' 'that' 'even' 'small' 'inclines' 'greatly'
 'reduced' 'the' 'speed' 'of' 'locomotives' '(' 'and' 'slight' 'declines'
 'would' 'have' 'made' 'the' 'primitive' 'brakes' 'nearly' 'useless' ')'
 '.']",[0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"While building the Stockton and Darlington Railway , Stephenson had noticed that even small inclines greatly reduced the speed of locomotives ( and slight declines would have made the primitive brakes nearly useless ) ."
en-doc6127-sent0,"['However' ',' 'the' 'locus' 'of' 'the' 'celebrations' 'is' 'the'
 'national' 'capital' ',' 'Ottawa' ',' 'Ontario' ',' 'where' 'large'
 'concerts' ',' 'presided' 'over' 'by' 'the' 'governor' 'general' ','
 'are' 'held' 'on' 'Parliament' 'Hill' ',' 'as' 'well' 'as' 'other'
 'parks' 'around' 'the' 'city' 'and' 'in' 'Hull' ',' 'Quebec' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
 0 0 0 0 0 0 1 0 1 0]","However , the locus of the celebrations is the national capital , Ottawa , Ontario , where large concerts , presided over by the governor general , are held on Parliament Hill , as well as other parks around the city and in Hull , Quebec ."
