id,words,ner_tags,text,cleaned_text,lemmatized_text
en-doc6132-sent8,"['As' 'cable' 'and' 'satellite' 'television' 'became' 'increasingly'
 'prevalent' ',' 'specialty' 'channels' 'emerged' ',' 'including'
 'channels' 'entirely' 'devoted' 'to' 'advertising' ',' 'such' 'as' 'QVC'
 ',' 'Home' 'Shopping' 'Network' ',' 'and' 'ShopTV' 'Canada' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 4 4 4 0 0 4 4 0],"As cable and satellite television became increasingly prevalent , specialty channels emerged , including channels entirely devoted to advertising , such as QVC , Home Shopping Network , and ShopTV Canada .",as cable and satellite television became increasingly prevalent specialty channels emerged including channels entirely devoted to advertising such as qvc home shopping network and shoptv canada,as cable and satellite television become increasingly prevalent specialty channel emerge include channel entirely devoted to advertising such as qvc home shopping network and shoptv canada
en-doc6048-sent81,"['In' 'one' 'of' 'the' 'largest' 'tax' 'increases' 'in' 'American'
 'history' ',' 'the' 'Revenue' 'Act' 'of' '1932' 'raised' 'income' 'tax'
 'on' 'the' 'highest' 'incomes' 'from' '25' '%' 'to' '63' '%' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 4 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"In one of the largest tax increases in American history , the Revenue Act of 1932 raised income tax on the highest incomes from 25 % to 63 % .",in one of the largest tax increases in american history the revenue act of 1932 raised income tax on the highest incomes from 25 to 63,in one of the large tax increase in american history the revenue act of 1932 raise income tax on the high income from 25 to 63
en-doc6107-sent34,"['Hearst' 'was' 'notorious' 'for' 'his' 'practice' 'of' 'yellow'
 'journalism' ',' 'and' 'he' 'was' 'detested' 'by' 'readers' 'of' 'the'
 'New' 'York' 'Times' 'and' 'other' '""' 'serious' '""' 'papers' ',' 'most'
 'of' 'which' 'featured' 'few' 'or' 'no' 'comic' 'strips' '.']","[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]","Hearst was notorious for his practice of yellow journalism , and he was detested by readers of the New York Times and other "" serious "" papers , most of which featured few or no comic strips .",hearst was notorious for his practice of yellow journalism and he was detested by readers of the new york times and other serious papers most of which featured few or no comic strips,hearst be notorious for his practice of yellow journalism and he be detest by reader of the new york times and other serious paper most of which feature few or no comic strip
en-doc6435-sent18,"['Eugene' 'was' 'never' 'to' 'fully' 'trust' 'his' 'cousin' 'again' ';'
 'although' 'he' 'continued' 'to' 'pay' 'due' 'reverence' 'to' 'the'
 'Duke' 'as' 'head' 'of' 'his' 'own' 'family' ',' 'their' 'relationship'
 'would' 'forever' 'remain' 'strained' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Eugene was never to fully trust his cousin again ; although he continued to pay due reverence to the Duke as head of his own family , their relationship would forever remain strained .",eugene was never to fully trust his cousin again although he continued to pay due reverence to the duke as head of his own family their relationship would forever remain strained,eugene be never to fully trust his cousin again although he continue to pay due reverence to the duke as head of his own family their relationship would forever remain strained
en-doc5937-sent34,"['The' 'resulting' 'degradation' 'of' 'order' 'paved' 'the' 'way' 'for'
 'Ottoman' 'pre-eminence' '.']",[0 0 0 0 0 0 0 0 0 1 0 0],The resulting degradation of order paved the way for Ottoman pre-eminence .,the resulting degradation of order paved the way for ottoman pre eminence,the result degradation of order pave the way for ottoman pre eminence
en-doc6244-sent43,"['After' 'a' 'combined' 'six' 'weeks' 'of' 'searching' 'the' 'projected'
 'drop' 'zone' ',' 'one' 'of' 'the' 'most' 'intense' 'manhunts' 'in' 'the'
 'history' 'of' 'the' 'northwestern' 'U.S.' 'revealed' 'no' 'evidence'
 'related' 'to' 'the' 'hijacking' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],"After a combined six weeks of searching the projected drop zone , one of the most intense manhunts in the history of the northwestern U.S. revealed no evidence related to the hijacking .",after a combined six weeks of searching the projected drop zone one of the most intense manhunts in the history of the northwestern u s revealed no evidence related to the hijacking,after a combine six week of search the project drop zone one of the most intense manhunt in the history of the northwestern u s reveal no evidence relate to the hijacking
en-doc6331-sent61,"['The' 'game' ""'s"" 'development' 'and' 'impact' 'on' 'popular' 'culture'
 'is' 'also' 'the' 'subject' 'of' 'the' 'book' 'Masters' 'of' 'Doom' 'by'
 'David' 'Kushner' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0],The game 's development and impact on popular culture is also the subject of the book Masters of Doom by David Kushner .,the game s development and impact on popular culture is also the subject of the book masters of doom by david kushner,the game s development and impact on popular culture be also the subject of the book master of doom by david kushner
en-doc6173-sent105,"['The' 'Dayton' 'Public' 'Schools' 'operates' '34' 'schools' 'that'
 'serve' '16,855' 'students' ',' 'including' ':']",[0 4 4 4 0 0 0 0 0 0 0 0 0 0],"The Dayton Public Schools operates 34 schools that serve 16,855 students , including :",the dayton public schools operates 34 schools that serve 16 855 students including,the dayton public school operate 34 school that serve 16 855 student include
en-doc6340-sent20,['One' 'of' 'those' 'musical' 'sources' 'is' 'North' 'America' '.'],[0 0 0 0 0 0 1 1 0],One of those musical sources is North America .,one of those musical sources is north america,one of those musical source be north america
en-doc6242-sent31,['In' 'summer' 'months' 'Gary' 'is' 'humid' '.'],[0 0 0 1 0 0 0],In summer months Gary is humid .,in summer months gary is humid,in summer month gary be humid
en-doc5824-sent93,['Ford' 'did' 'not' 'agree' '.'],[2 0 0 0 0],Ford did not agree .,ford did not agree,ford do not agree
en-doc5860-sent70,"['Paramount' ""'s"" 'licensing' 'group' ',' 'led' 'by' 'Tom' 'McGrath' ','
 'developed' 'the' '""' 'Cheers' '""' 'pub' 'concept' 'initially' 'in'
 'partnership' 'with' 'Host' 'Marriott' 'which' 'placed' '""' 'Cheers' '""'
 'themed' 'pubs' 'in' '24+' 'airports' 'around' 'the' 'world' '.']",[4 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Paramount 's licensing group , led by Tom McGrath , developed the "" Cheers "" pub concept initially in partnership with Host Marriott which placed "" Cheers "" themed pubs in 24+ airports around the world .",paramount s licensing group led by tom mcgrath developed the cheers pub concept initially in partnership with host marriott which placed cheers themed pubs in 24 airports around the world,paramount s licensing group lead by tom mcgrath develop the cheer pub concept initially in partnership with host marriott which place cheer theme pub in 24 airport around the world
en-doc5918-sent24,"['The' 'Balkan' 'nations' 'gained' 'independence' 'in' 'the' '19th'
 'century' '(' 'Greece' 'in' '1829' ',' 'Serbia' 'in' '1833' ','
 'Bulgaria' 'and' 'Montenegro' 'in' '1878' ')' '.']",[0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0],"The Balkan nations gained independence in the 19th century ( Greece in 1829 , Serbia in 1833 , Bulgaria and Montenegro in 1878 ) .",the balkan nations gained independence in the 19th century greece in 1829 serbia in 1833 bulgaria and montenegro in 1878,the balkan nation gain independence in the 19th century greece in 1829 serbia in 1833 bulgaria and montenegro in 1878
en-doc6189-sent12,"['It' 'continued' 'to' 'attack' 'military' ',' 'culminating' 'with' 'the'
 'attack' 'on' 'the' 'Qalqilyah' 'police' 'station' 'in' 'the' 'autumn'
 'of' '1956' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],"It continued to attack military , culminating with the attack on the Qalqilyah police station in the autumn of 1956 .",it continued to attack military culminating with the attack on the qalqilyah police station in the autumn of 1956,it continue to attack military culminate with the attack on the qalqilyah police station in the autumn of 1956
en-doc6013-sent69,"['General' 'Carleton' ',' 'alerted' 'to' 'Allen' ""'s"" 'presence' ','
 'mustered' 'every' 'man' 'he' 'could' ',' 'and' ',' 'in' 'the' 'Battle'
 'of' 'Longue-Pointe' ',' 'scattered' 'most' 'of' 'Allen' ""'s"" 'force' ','
 'and' 'captured' 'him' 'and' 'about' '30' 'men' '.']","[0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
 0]","General Carleton , alerted to Allen 's presence , mustered every man he could , and , in the Battle of Longue-Pointe , scattered most of Allen 's force , and captured him and about 30 men .",general carleton alerted to allen s presence mustered every man he could and in the battle of longue pointe scattered most of allen s force and captured him and about 30 men,general carleton alert to allen s presence muster every man he could and in the battle of longue pointe scatter most of allen s force and capture he and about 30 man
en-doc5988-sent5,"['Action' 'in' 'World' 'War' 'II' 'demonstrated' 'the' 'importance' 'of'
 'protecting' 'the' 'soldiers' 'while' 'they' 'are' 'moving' 'around' ','
 'resulting' 'in' 'the' 'development' 'of' 'mechanized' 'infantry' ','
 'who' 'use' 'armored' 'vehicles' 'for' 'transport' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Action in World War II demonstrated the importance of protecting the soldiers while they are moving around , resulting in the development of mechanized infantry , who use armored vehicles for transport .",action in world war ii demonstrated the importance of protecting the soldiers while they are moving around resulting in the development of mechanized infantry who use armored vehicles for transport,action in world war ii demonstrate the importance of protect the soldier while they be move around result in the development of mechanized infantry who use armored vehicle for transport
en-doc5845-sent11,"['It' 'was' 'published' 'in' '1916' 'when' 'Gershwin' 'was' 'only' '17'
 'years' 'old' 'and' 'earned' 'him' 'a' 'sum' 'total' 'of' '$' '5' ','
 'although' 'he' 'was' 'promised' 'much' 'more' '.']",[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"It was published in 1916 when Gershwin was only 17 years old and earned him a sum total of $ 5 , although he was promised much more .",it was published in 1916 when gershwin was only 17 years old and earned him a sum total of 5 although he was promised much more,it be publish in 1916 when gershwin be only 17 year old and earn he a sum total of 5 although he be promise much more
en-doc5937-sent215,"['According' 'to' 'the' 'same' 'pattern' ',' 'a' 'significant' 'number'
 'of' 'Orthodox' 'Christians' 'became' 're-united' 'with' 'the' 'rest'
 'of' 'the' 'Catholic' 'world' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"According to the same pattern , a significant number of Orthodox Christians became re-united with the rest of the Catholic world .",according to the same pattern a significant number of orthodox christians became re united with the rest of the catholic world,accord to the same pattern a significant number of orthodox christians become re united with the rest of the catholic world
en-doc5974-sent7,"['The' 'company' 'was' 'embarrassed' 'by' 'the' 'new' 'finding' ','
 'which' 'became' 'a' 'historic' 'blunder' 'for' 'Bayer' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0],"The company was embarrassed by the new finding , which became a historic blunder for Bayer .",the company was embarrassed by the new finding which became a historic blunder for bayer,the company be embarrass by the new finding which become a historic blunder for bayer
en-doc6048-sent78,"['A' 'working' 'compromise' 'was' 'never' 'established' ',' 'and' 'by'
 'the' 'start' 'of' 'World' 'War' 'II' ',' 'reparations' 'payments' 'had'
 'stopped' 'completely' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"A working compromise was never established , and by the start of World War II , reparations payments had stopped completely .",a working compromise was never established and by the start of world war ii reparations payments had stopped completely,a work compromise be never establish and by the start of world war ii reparation payment have stop completely
en-doc5974-sent27,"['According' 'to' 'U.N.' 'sponsored' 'survey' ',' 'as' 'of' '2004' ','
 'Afghanistan' 'accounted' 'for' 'production' 'of' '87' 'percent' 'of'
 'the' 'world' ""'s"" 'heroin' '.']",[0 0 4 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],"According to U.N. sponsored survey , as of 2004 , Afghanistan accounted for production of 87 percent of the world 's heroin .",according to u n sponsored survey as of 2004 afghanistan accounted for production of 87 percent of the world s heroin,accord to u n sponsor survey as of 2004 afghanistan account for production of 87 percent of the world s heroin
en-doc6006-sent12,"['Next' 'the' 'Babylonian' 'armies' 'conquered' 'the' 'remaining'
 'northern' 'states' ',' 'including' 'Babylon' ""'s"" 'former' 'ally' 'Mari'
 ',' 'although' 'it' 'is' 'possible' 'that' 'the' ""'"" 'conquest' ""'"" 'of'
 'Mari' 'was' 'a' 'surrender' 'without' 'any' 'actual' 'conflict' '.']",[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],"Next the Babylonian armies conquered the remaining northern states , including Babylon 's former ally Mari , although it is possible that the ' conquest ' of Mari was a surrender without any actual conflict .",next the babylonian armies conquered the remaining northern states including babylon s former ally mari although it is possible that the conquest of mari was a surrender without any actual conflict,next the babylonian army conquer the remain northern state include babylon s former ally mari although it be possible that the conquest of mari be a surrender without any actual conflict
en-doc6128-sent37,"['Elijah' 'is' 'sent' 'to' 'a' 'stream' 'and' 'is' 'fed' 'by' 'ravens' ','
 'day' 'and' 'night' ',' 'but' 'when' 'the' 'stream' 'dries' 'up' ',' 'he'
 'is' 'sent' 'on' 'to' 'a' 'widow' 'who' 'waits' 'on' 'him' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Elijah is sent to a stream and is fed by ravens , day and night , but when the stream dries up , he is sent on to a widow who waits on him .",elijah is sent to a stream and is fed by ravens day and night but when the stream dries up he is sent on to a widow who waits on him,elijah be send to a stream and be feed by ravens day and night but when the stream dry up he be send on to a widow who wait on he
en-doc5904-sent81,"['The' 'NKVD' 'gathered' 'in' 'tens' 'of' 'thousands' 'of' 'Soviet'
 'citizens' 'to' 'face' 'arrest' ',' 'deportation' ',' 'or' 'execution'
 '.']",[0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"The NKVD gathered in tens of thousands of Soviet citizens to face arrest , deportation , or execution .",the nkvd gathered in tens of thousands of soviet citizens to face arrest deportation or execution,the nkvd gather in ten of thousand of soviet citizen to face arrest deportation or execution
en-doc6138-sent161,"['During' 'the' 'reign' 'of' 'Henry' 'VIII' ',' 'as' 'many' 'as' '72,000'
 'people' 'are' 'estimated' 'to' 'have' 'been' 'executed' '.']",[0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0],"During the reign of Henry VIII , as many as 72,000 people are estimated to have been executed .",during the reign of henry viii as many as 72 000 people are estimated to have been executed,during the reign of henry viii as many as 72 000 people be estimate to have be execute
en-doc6128-sent84,"['The' 'next' 'day' ',' 'Hazael' 'smothers' 'the' 'king' 'to' 'death'
 'with' 'a' 'water' 'soaked' 'cloth' 'and' 'becomes' 'king' 'in' 'his'
 'place' '.']",[0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"The next day , Hazael smothers the king to death with a water soaked cloth and becomes king in his place .",the next day hazael smothers the king to death with a water soaked cloth and becomes king in his place,the next day hazael smother the king to death with a water soak cloth and become king in his place
en-doc6115-sent15,"['Fra' 'Angelico' 'was' 'the' 'contemporary' 'of' 'Gentile' 'da'
 'Fabriano' '.']",[2 2 0 0 0 0 2 2 2 0],Fra Angelico was the contemporary of Gentile da Fabriano .,fra angelico was the contemporary of gentile da fabriano,fra angelico be the contemporary of gentile da fabriano
en-doc6070-sent24,"['Here' ',' 'in' '762' ',' 'Manicheanism' 'became' 'the' 'state'
 'religion' 'of' 'the' 'Uyghur' 'Empire' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 2 2 0],"Here , in 762 , Manicheanism became the state religion of the Uyghur Empire .",here in 762 manicheanism became the state religion of the uyghur empire,here in 762 manicheanism become the state religion of the uyghur empire
en-doc5981-sent8,"['While' 'NASA' 'went' 'ahead' 'with' 'planning' 'for' 'Apollo' ','
 'funding' 'for' 'the' 'program' 'was' 'far' 'from' 'certain' 'given'
 'Eisenhower' ""'s"" 'ambivalent' 'attitude' 'to' 'manned' 'spaceflight' '.']",[0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0],"While NASA went ahead with planning for Apollo , funding for the program was far from certain given Eisenhower 's ambivalent attitude to manned spaceflight .",while nasa went ahead with planning for apollo funding for the program was far from certain given eisenhower s ambivalent attitude to manned spaceflight,while nasa go ahead with planning for apollo funding for the program be far from certain give eisenhower s ambivalent attitude to manned spaceflight
en-doc5921-sent10,"['As' 'late' 'as' '1913' ',' 'Webster' ""'s"" 'Dictionary' 'states'
 'without' 'further' 'comment' 'that' ""'"" 'common' 'gin' ""'"" 'is'
 'usually' 'flavored' 'with' 'turpentine' '.' ""'""]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"As late as 1913 , Webster 's Dictionary states without further comment that ' common gin ' is usually flavored with turpentine . '",as late as 1913 webster s dictionary states without further comment that common gin is usually flavored with turpentine,as late as 1913 webster s dictionary state without further comment that common gin be usually flavor with turpentine
en-doc5987-sent29,['to' 'Knight' '.'],[0 2 0],to Knight .,to knight,to knight
en-doc5979-sent214,"['The' 'Phillies' 'scored' 'on' 'a' 'force' 'at' 'second' 'leaving' 'men'
 'on' 'the' 'corners' 'and' 'one' 'out' '.']",[0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],The Phillies scored on a force at second leaving men on the corners and one out .,the phillies scored on a force at second leaving men on the corners and one out,the phillie score on a force at second leave man on the corner and one out
en-doc6395-sent0,"['Public' 'transport' 'is' 'mainly' 'in' 'the' 'hands' 'of' 'a'
 'statutory' 'corporation' ',' 'Córas' 'Iompair' 'Éireann' '(' 'CIÉ' ')'
 ',' 'and' 'its' 'subsidiaries' ',' 'Bus' 'Átha' 'Cliath' '(' 'Dublin'
 'Bus' ')' ',' 'Bus' 'Éireann' '(' 'Irish' 'Bus' ')' ',' 'and' 'Iarnród'
 'Éireann' '(' 'Irish' 'Rail' ')' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 4 4 4 0 4 0 0 0 0 0 0 4 4 4 0 4 4 0 0 4 4 0 4 4 0
 0 0 4 4 0 4 4 0 0]","Public transport is mainly in the hands of a statutory corporation , Córas Iompair Éireann ( CIÉ ) , and its subsidiaries , Bus Átha Cliath ( Dublin Bus ) , Bus Éireann ( Irish Bus ) , and Iarnród Éireann ( Irish Rail ) .",public transport is mainly in the hands of a statutory corporation c ras iompair ireann ci and its subsidiaries bus tha cliath dublin bus bus ireann irish bus and iarnr d ireann irish rail,public transport be mainly in the hand of a statutory corporation c ras iompair ireann ci and its subsidiary bus tha cliath dublin bus bus ireann irish bus and iarnr d ireann irish rail
en-doc6438-sent16,"['Hume' 'concluded' 'that' 'such' 'things' 'as' 'belief' 'in' 'an'
 'external' 'world' 'and' 'belief' 'in' 'the' 'existence' 'of' 'the'
 'self' 'were' 'not' 'rationally' 'justifiable' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],Hume concluded that such things as belief in an external world and belief in the existence of the self were not rationally justifiable .,hume concluded that such things as belief in an external world and belief in the existence of the self were not rationally justifiable,hume conclude that such thing as belief in an external world and belief in the existence of the self be not rationally justifiable
en-doc6052-sent17,"['In' 'a' 'see-saw' 'game' ',' 'the' 'Packers' 'trailed' 'the' 'Eagles'
 'by' 'four' 'points' 'late' 'in' 'the' 'game' ',' 'when' 'Chuck'
 'Bednarik' 'tackled' 'Jim' 'Taylor' 'just' 'nine' 'yards' 'short' 'of'
 'the' 'goal' 'line' 'as' 'time' 'ran' 'out' '.']",[0 0 0 0 0 0 4 0 0 4 0 0 0 0 0 0 0 0 0 2 2 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0],"In a see-saw game , the Packers trailed the Eagles by four points late in the game , when Chuck Bednarik tackled Jim Taylor just nine yards short of the goal line as time ran out .",in a see saw game the packers trailed the eagles by four points late in the game when chuck bednarik tackled jim taylor just nine yards short of the goal line as time ran out,in a see saw game the packer trail the eagle by four point late in the game when chuck bednarik tackle jim taylor just nine yard short of the goal line as time run out
en-doc6364-sent16,"['The' 'Duke' 'Kahanamoku' 'Invitational' 'Surfing' 'Championships' 'are'
 'named' 'in' 'his' 'honor' '.']",[0 0 0 0 0 0 0 0 0 0 0 0],The Duke Kahanamoku Invitational Surfing Championships are named in his honor .,the duke kahanamoku invitational surfing championships are named in his honor,the duke kahanamoku invitational surfing championship be name in his honor
en-doc5804-sent22,['The' 'head' 'of' 'it' 'was' 'appointed' 'Kedrov' '.'],[0 0 0 0 0 0 2 0],The head of it was appointed Kedrov .,the head of it was appointed kedrov,the head of it be appoint kedrov
en-doc5858-sent38,"['Attempts' 'to' 'eradicate' 'coca' 'fields' 'through' 'the' 'use' 'of'
 'defoliants' 'have' 'devastated' 'part' 'of' 'the' 'farming' 'economy'
 'in' 'some' 'coca' 'growing' 'regions' 'of' 'Colombia' ',' 'and'
 'strains' 'appear' 'to' 'have' 'been' 'developed' 'that' 'are' 'more'
 'resistant' 'or' 'immune' 'to' 'their' 'use' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]","Attempts to eradicate coca fields through the use of defoliants have devastated part of the farming economy in some coca growing regions of Colombia , and strains appear to have been developed that are more resistant or immune to their use .",attempts to eradicate coca fields through the use of defoliants have devastated part of the farming economy in some coca growing regions of colombia and strains appear to have been developed that are more resistant or immune to their use,attempt to eradicate coca field through the use of defoliant have devastate part of the farming economy in some coca grow region of colombia and strain appear to have be develop that be more resistant or immune to their use
en-doc6073-sent58,"['Tom' 'Stoppard' ""'s"" 'Rosencrantz' '&' 'Guildenstern' 'Are' 'Dead' 'is'
 'an' 'absurdist' 'tragicomedy' 'first' 'staged' 'at' 'the' 'Edinburgh'
 'Festival' 'Fringe' 'in' '1966' '.']",[2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 4 0 0 0],Tom Stoppard 's Rosencrantz & Guildenstern Are Dead is an absurdist tragicomedy first staged at the Edinburgh Festival Fringe in 1966 .,tom stoppard s rosencrantz guildenstern are dead is an absurdist tragicomedy first staged at the edinburgh festival fringe in 1966,tom stoppard s rosencrantz guildenstern be dead be an absurdist tragicomedy first stage at the edinburgh festival fringe in 1966
en-doc5937-sent196,"['According' 'to' 'the' 'conservative' 'think' 'tank' 'Heritage'
 'Foundation' ',' 'Hungary' ""'s"" 'economy' 'was' '67.2' 'percent' '""'
 'free' '""' 'in' '2008' ',' 'which' 'makes' 'it' 'the' 'world' ""'s""
 '43rd-freest' 'economy' '.']",[0 0 0 0 0 0 4 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"According to the conservative think tank Heritage Foundation , Hungary 's economy was 67.2 percent "" free "" in 2008 , which makes it the world 's 43rd-freest economy .",according to the conservative think tank heritage foundation hungary s economy was 67 2 percent free in 2008 which makes it the world s 43rd freest economy,accord to the conservative think tank heritage foundation hungary s economy be 67 2 percent free in 2008 which make it the world s 43rd free economy
en-doc6255-sent8,"['His' 'work' 'on' 'catoptrics' 'also' 'contains' 'the' 'problem' 'known'
 'as' '""' 'Alhazen' ""'s"" 'problem' '""' '.']",[0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0],"His work on catoptrics also contains the problem known as "" Alhazen 's problem "" .",his work on catoptrics also contains the problem known as alhazen s problem,his work on catoptric also contain the problem know as alhazen s problem
en-doc6147-sent57,"['In' 'comparison' ',' 'the' 'largest' 'run' 'since' '1938' 'was' 'in'
 '1986' ',' 'with' '3.2' 'million' 'fish' 'entering' 'the' 'Columbia' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],"In comparison , the largest run since 1938 was in 1986 , with 3.2 million fish entering the Columbia .",in comparison the largest run since 1938 was in 1986 with 3 2 million fish entering the columbia,in comparison the large run since 1938 be in 1986 with 3 2 million fish enter the columbia
en-doc6208-sent94,"['The' 'European' 'Union' 'and' 'several' 'western' 'countries'
 'expressed' 'concern' 'over' 'alleged' 'irregularities' 'during' 'the'
 'vote' ',' 'and' 'some' 'analysts' 'and' 'journalists' 'from' 'the'
 'United' 'States' 'and' 'United' 'Kingdom' 'news' 'media' 'voiced'
 'doubts' 'about' 'the' 'authenticity' 'of' 'the' 'results' '.']","[0 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0
 0 0]","The European Union and several western countries expressed concern over alleged irregularities during the vote , and some analysts and journalists from the United States and United Kingdom news media voiced doubts about the authenticity of the results .",the european union and several western countries expressed concern over alleged irregularities during the vote and some analysts and journalists from the united states and united kingdom news media voiced doubts about the authenticity of the results,the european union and several western country express concern over allege irregularity during the vote and some analyst and journalist from the united states and united kingdom news medium voice doubt about the authenticity of the result
en-doc6229-sent32,"['Neil' 'Finn' 'initiated' 'a' 'successful' 'solo' 'career' ','
 'releasing' 'two' 'albums' 'and' 'a' 'soundtrack' '.']",[2 2 0 0 0 0 0 0 0 0 0 0 0 0 0],"Neil Finn initiated a successful solo career , releasing two albums and a soundtrack .",neil finn initiated a successful solo career releasing two albums and a soundtrack,neil finn initiate a successful solo career release two album and a soundtrack
en-doc5952-sent15,"['Most' 'Jewish' 'denominations' 'believe' 'that' 'the' 'Tanakh' 'can'
 'not' 'be' 'understood' 'literally' 'or' 'alone' ',' 'but' 'rather'
 'needs' 'to' 'be' 'read' 'in' 'conjunction' 'with' 'additional'
 'material' 'known' 'as' 'the' 'Oral' 'Torah' ';' 'this' 'material' 'is'
 'contained' 'in' 'the' 'Mishnah' ',' 'Talmud' ',' 'Gemara' 'and'
 'Midrash' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]","Most Jewish denominations believe that the Tanakh can not be understood literally or alone , but rather needs to be read in conjunction with additional material known as the Oral Torah ; this material is contained in the Mishnah , Talmud , Gemara and Midrash .",most jewish denominations believe that the tanakh can not be understood literally or alone but rather needs to be read in conjunction with additional material known as the oral torah this material is contained in the mishnah talmud gemara and midrash,most jewish denomination believe that the tanakh can not be understand literally or alone but rather need to be read in conjunction with additional material know as the oral torah this material be contain in the mishnah talmud gemara and midrash
en-doc5937-sent239,"['Some' 'modern' 'Hungarian' 'authors' 'have' 'become' 'increasingly'
 'popular' 'in' 'Germany' 'and' 'Italy' 'especially' 'Sándor' 'Márai' ','
 'Péter' 'Esterházy' ',' 'Péter' 'Nádas' 'and' 'Imre' 'Kertész' '.']",[0 0 0 0 0 0 0 0 0 1 0 1 0 2 2 0 2 2 0 2 2 0 2 2 0],"Some modern Hungarian authors have become increasingly popular in Germany and Italy especially Sándor Márai , Péter Esterházy , Péter Nádas and Imre Kertész .",some modern hungarian authors have become increasingly popular in germany and italy especially s ndor m rai p ter esterh zy p ter n das and imre kert sz,some modern hungarian author have become increasingly popular in germany and italy especially s ndor m rai p ter esterh zy p ter n das and imre kert sz
en-doc5926-sent4,"['Cuyp' ""'s"" 'drawings' 'reveal' 'him' 'to' 'be' 'a' 'draftsman' 'of'
 'superior' 'quality' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0],Cuyp 's drawings reveal him to be a draftsman of superior quality .,cuyp s drawings reveal him to be a draftsman of superior quality,cuyp s drawing reveal he to be a draftsman of superior quality
